codigo_dane;establecimiento educativo;comuna;prestacion_servicio;isce_total_2018;isce_prim_2018;isce_secun_2018;isce_media_2018;desempeño_prim_2018;progreso_prim_2018;eficiencia_prim_2018;ambiente_prim_2018;desempeño_secun_2018;progreso_secun_2018;eficiencia_secun_2018;ambiente_secun_2018;desempeño_media_2018;progreso_media_2018;eficienciai_media_2018;iscec_total_2017;iscec_prim_2017;iscec_secun_2017;iscec_media_2017;desempeño_prim_2017;progreso_prim_2017;eficiencia_prim_2017;ambiente_prim_2017;desempeño_secun_2017;progreso_secun_2017;eficiencia_secun_2017;ambiente_secun_2017;desempeño_media_2017;progreso_media_2017;eficiencia_media_2017;iscec_total_2016;iscec_prim_2016;iscec_secun_2016;iscec_media_2016;desempeño_prim_2016;progreso_prim_2016;eficiencia_prim_2016;ambiente_prim_2016;desempeño_secun_2016;progreso_secun_2016;eficienciacia_secun_2016;ambiente_secun_2016;desempeño_media_2016;progreso_media_2016;eficiencia_media_2016;iscec_total_2015;iscec_prim_2015;iscec_secun_2015;iscec_media_2015;desempeño_prim_2015;progreso_prim_2015;eficiencia_prim_2015;ambiente_prim_2015;desempeño_secun_2015;progreso_secun_2015;eficiencia_secun_2015;ambiente_secun_2015;desempeño_media_2015;progreso_media_2015;eficiencia_media_2015
105001006483;inst educ rodrigo correa palacio;5;oficial;5.95467608;6.199446678;6.295855045;4.806879044;2.237999916;2.273936272;0.931999981;0.755510151;2.5;2.316716671;0.714999974;0.764138341;2.346623421;0.900255799;1.559999943;5.615294981;7.040058136;4.686442375;4.035069942;2.71600008;2.629516125;0.926315784;0.768226326;2.248000145;0.986325085;0.691919208;0.760197759;2.243403435;0;1.791666627;;;3.356844664;4.920884609;;;0.899441361;;1.796000004;0;0.826347291;0.734497368;2.21620369;0.959999979;1.744680882;4.78269136;4.798608303;5.293836594;3.852374077;2.32400012;0.906447351;0.863636364;0.704524159;2.191999912;1.713157892;0.656716418;0.731962264;2.195978165;0.100840338;1.555555556
105001006556;inst educ juan xxiii;13;oficial;5.132597995;4.850319386;5.3291502;5.423758507;2.40199995;0.800000012;0.871999979;0.776319444;2.440000057;1.400592804;0.734000027;0.754557192;2.44263649;1.195122004;1.786000013;4.724531269;5.366769791;3.673784256;5.118301868;2.501999855;1.264442205;0.841300189;0.759027839;2.167999983;0.015151516;0.731707335;0.758925498;2.30291748;1.199999928;1.615384579;4.703194284;4.610581875;4.530609608;5.21359539;2.328000069;0.649615407;0.907114625;0.725851774;2.332000017;0.493870944;0.975675702;0.729062796;2.319655895;0.893939495;2;2.267611909;2.378000021;2.187999964;2.158559561;2.378000021;0;;;2.187999964;0;;;2.128559589;0.029999888;
105001006718;inst educ asia ignaciana;2;oficial;5.386994505;4.162652969;5.605984688;7.75853014;2.368000031;0.152884617;0.887000024;0.754768372;2.648000002;1.527173877;0.680999994;0.749811351;2.620248795;3.212281227;1.925999999;5.680741048;4.239711761;6.595021725;7.323065758;2.415999889;0.231887937;0.833041966;0.758782029;2.624000072;2.554187298;0.646616518;0.770218074;2.577008009;3.130238295;1.615819216;3.475311971;2.877661705;4.012554646;3.879850388;1.171999931;0.050000001;0.917026818;0.738635004;2.211999893;0.521929801;0.546021819;0.732603133;2.34685564;0;1.532994866;4.96785562;4.931743622;3.823191166;7.052270412;2.351999998;0.965860665;0.869642857;0.744240284;2.24000001;0.257064164;0.586649551;0.739477396;2.423108101;3.041718483;1.587443946
105001006980;inst educ concejo de medellin;12;oficial;5.197910142;4.194905758;5.13803196;7.559456825;2.476000071;0.018447697;0.938000023;0.762457907;2.515999794;1.100490212;0.771000028;0.750541925;2.740671873;3.068784714;1.75;5.146695256;4.515040398;4.710064411;7.332022667;2.521999836;0.284673542;0.9474805;0.760886669;2.539999962;0.534513831;0.881229222;0.754320979;2.645356178;3;1.686666608;5.410360861;4.487064362;5.571576118;7.205651283;2.49000001;0.322695941;0.938645959;0.735722363;2.575999975;1.5;0.774410784;0.72116524;2.548413277;3;1.657237887;5.307466483;4.492236614;5.428855896;6.929302216;2.497999907;1.115766883;0.87847008;;2.648000002;1.531578898;0.51559633;0.733680904;2.570498705;3;1.358803987
105001007111;inst educ sebastian de belalcazar;5;oficial;5.103337312;3.979818344;5.400973797;7.11039114;2.269999981;0;0.95599997;0.753818452;2.487999916;1.463935614;0.702000022;0.747038126;2.482854843;3.001536131;1.626000047;4.584748602;5.14799881;3.834679604;4.630056381;2.537999868;0.949121475;0.91015625;0.750721276;2.355999947;0.01;0.706521749;0.762157917;2.422410727;0.526486456;1.681159377;4.376368856;4.528120995;4.411092758;3.974159718;2.286000013;0.538678586;0.961240292;0.742202282;2.400000095;0.514999986;0.75;0.746092558;2.249912739;0.048571434;1.675675631;4.695897126;4.391496658;5.261794567;4.390477657;2.328000069;0.447469711;0.86097561;0.755051434;2.263999939;1.5;0.732851986;0.764942765;2.318726063;0.445378125;1.626373626
105001007188;inst educ benedikta zur nieden;12;oficial;5.676611471;5.1639328;6.757891655;4.937898159;2.43599987;1.216014147;0.75;0.761918783;2.427999973;3.020463943;0.549000025;0.760427415;2.464256763;0.565641344;1.907999992;5.076344371;4.120654583;6.838832855;4.142291546;2.298000097;0.306481332;0.757861614;0.75831145;2.472000122;3.00515461;0.599670529;0.762007892;2.361269474;0;1.781021953;4.731814122;3.642535686;4.904631615;6.880259991;2.187999964;0;0.709902346;0.744633317;2.28399992;1.39291811;0.492682934;0.735030591;2.414506435;3;1.465753436;4.64544661;4.767035007;3.37833786;6.58931303;2.395999908;0.789473653;0.835820896;0.74574095;1.991999865;0.004950495;0.630107527;0.751279771;2.38265729;3.047046661;1.159609121
105001007218;inst educ maria de los angeles cano marquez;1;oficial;4.647782111;4.238974094;4.787957191;5.322293758;2.267999887;0.31662643;0.898999989;0.755347729;2.467999935;0.853741467;0.713999987;0.752216339;2.534929752;0.929364026;1.85800004;4.145787907;4.060246944;4.217456341;4.212835312;2.234000206;0.190756872;0.876116097;0.759373605;2.407999992;0.338383853;0.737515986;0.73355639;2.423805714;0;1.789029479;4.674768233;4.506938457;5.044521332;4.405317307;2.157999992;0.721472621;0.893497765;0.7339679;2.251999855;1.053213;0.953575909;0.785732269;2.406137466;0.072649568;1.9265306;3.671449864;3.641026497;3.563331366;3.929109812;2.026000023;0.00255102;0.860824742;0.751650572;2.111999989;0.01010101;0.690265487;0.75096482;2.369638443;0;1.559471366
105001007421;inst educ octavio calderon mejia;15;oficial;6.5064574;5.630643845;7.138855457;7.370341301;2.395999908;1.507652998;0.976000011;0.750991046;2.524000168;3;0.859000027;0.755855083;2.622341156;3;1.748000026;6.925635672;6.309414864;7.526515961;7.260591984;2.547999859;2.044548035;0.954787254;0.762079954;2.768000126;3.09693861;0.878865957;0.782711625;2.606532574;3.034547091;1.6195122;5.412361431;4.335165024;5.622173309;7.468882561;2.305999994;0.319736838;0.974160194;0.735267818;2.492000103;1.5;0.88983053;0.740342557;2.505637646;3.086956501;1.876288652;5.201171899;4.005889416;5.68014431;7.052355766;2.441999912;0.008426966;0.831067961;0.724394858;2.616000175;1.555916309;0.768321513;0.739906311;2.474718094;3.057275534;1.520361991
105001007439;inst educ pedro claver aguirre;5;oficial;4.334142053;3.932051897;5.010054111;4.055998802;2.234000206;0.015416667;0.917999983;0.764635086;2.43200016;1;0.819999993;0.758054018;2.426827908;0.073170774;1.555999994;4.904863119;5.064930439;5.144044399;4.126144409;2.329999924;1.046732068;0.934482753;0.753715992;2.516000032;1.075975537;0.811965823;0.740102708;2.3861444;0;1.74000001;4.478074217;3.859224796;3.659245968;7.303434849;2.160000086;0.002525253;0.972677588;0.724021614;2.179999828;0.010204081;0.727040827;0.742001176;2.371265888;3.032169104;1.899999976;4.068819594;3.909264565;4.027173519;4.500699043;2.334000111;0;0.853515625;0.721748829;2.351999998;0.195652172;0.762048193;0.717473269;2.350807905;0.532500029;1.617391304
105001007889;inst educ juvenil nuevo futuro;6;oficial;4.971433687;5.032202721;5.356443405;4.160936356;2.414000034;0.943291605;0.917999983;0.756911039;2.395999908;1.510309219;0.702000022;0.748134136;2.355457306;0.069478922;1.735999942;5.418732715;4.125404835;6.004481316;7.303660393;2.427999973;0.057692308;0.886021495;0.753690958;2.363999844;2.02702713;0.819875777;0.793578506;2.393583775;3.080808163;1.829268336;4.700890076;5.763598442;3.583752394;4.264787197;2.517999887;1.628409505;0.884920657;0.732268453;2.111999989;0.01010101;0.688705206;0.772946119;2.257584572;0.183673441;1.823529363;3.979378772;3.911579609;4.122896194;3.880771399;2.268000126;0.145545319;0.761904762;0.736129463;2.263999939;0.433621943;0.681388013;0.743886173;2.272928238;0;1.607843137
105001007919;col sagrada familia aldea pablo vi;1;contratacion;6.450701785;6.52872324;7.423167229;4.573338985;2.568000078;2.270270348;0.940999985;0.749452949;2.700000048;3.068161964;0.90200001;0.753005505;2.463326931;0.142011836;1.968000054;6.43840847;6.732807159;7.281873703;4.299947262;2.64199996;2.409256458;0.950746298;0.730805039;2.648000002;3.00999999;0.893081784;0.730791926;2.458677292;0;1.841269851;6.401747274;5.214387894;7.443411827;7.250392914;2.439999819;1.108744621;0.928783357;0.736860216;2.808000088;3.050976992;0.832844555;0.751589656;2.34918046;3.021212101;1.879999995;5.264642119;5.004468441;6.246606827;4.131594658;2.440000057;0.908901513;0.912302071;0.743265092;2.604000092;2.005984068;0.881355932;0.755266488;2.323375702;0;1.808219178
105001007978;inst educ pablo neruda;2;oficial;4.54329344;5.028232098;3.757511377;4.827300072;2.236000061;1.098237753;0.944999993;0.748993993;2.092000008;0.01;0.901000023;0.754511416;2.299198151;0.654102027;1.873999953;4.254827201;3.792134523;4.438455105;4.974536896;2.102000237;0.02020202;0.916417897;0.753514528;2.231999874;0.662274957;0.797590375;0.746590137;2.21620369;0.89166671;1.866666675;4.296960044;4.069107056;4.826403141;3.883103848;2.114000082;0.288510114;0.919239879;0.747357011;2.171999931;1.102539063;0.824884772;0.726979077;2.089735985;0.027410207;1.765957475;4.564307058;4.89414835;3.553027868;5.591902733;2.109999895;1.102293372;0.93877551;0.743079841;1.895999908;0;0.91588785;0.741140068;2.234569311;1.453333378;1.904
105001008150;inst educ el diamante;7;oficial;4.770464015;4.914716244;4.947164536;4.136670589;2.34800005;0.943435907;0.865999997;0.757280111;2.503999949;1.032420516;0.648999989;0.761744082;2.514006615;0.092664085;1.529999971;5.220746231;5.247366905;4.072878838;7.169617653;2.481999874;1.164020538;0.832565308;0.768780947;2.339999914;0.361111104;0.632398725;0.739368916;2.429617405;3;1.74000001;;5.558762074;5.039456844;;2.411999941;1.567799926;0.878962517;0.699999988;2.203999996;1.432600021;0.702857137;0.699999988;;;1.674418569;;;;;;;;;;;;;;;
105001008249;inst educ bello horizonte;7;oficial;4.250516331;3.790614367;4.84568882;4.243743896;2.115999937;0;0.915000021;0.759614408;2.328000069;0.974851489;0.791000009;0.751837254;2.388236523;0.017507015;1.838000059;4.933348727;4.570933819;4.83911705;5.913687706;2.309999943;0.652664423;0.849753678;0.758515775;2.43200016;0.871994376;0.779874206;0.755247951;2.429617643;1.667168379;1.816901445;4.189513063;4.294195652;4.253158092;3.842598438;2.18599987;0.615576982;0.751773059;0.740845621;2.199999809;0.659574449;0.649999976;0.743583679;2.200162888;0.004340282;1.63809526;3.638137448;3.613803387;3.433312654;4.051332474;2.131999969;0;0.739837398;0.74196595;2.135999918;0;0.558073654;0.739238977;2.357084751;0.081344455;1.612903226
105001008389;inst educ loreto-gabriela gomez carvajal;9;oficial;4.271943116;4.065856934;4.622752666;4.121720314;2.398000002;0.005813953;0.908999979;0.753043294;2.351999998;0.702307701;0.814999998;0.75344497;2.319190979;0.100529097;1.702000022;4.701075554;5.11631155;4.474669933;4.163004398;2.486000061;0.969275296;0.904991925;0.756044209;2.303999901;0.591923058;0.819209039;0.759537935;2.314308882;0.23999995;1.608695626;3.863654661;3.869473934;3.752020359;4.045921326;2.271999836;;0.897473991;0.699999988;2.184000015;;0.868020296;0.699999988;2.218760967;0;1.827160478;2.270424598;1.62298882;1.525174379;5.031342983;;0;0.874734607;0.74825424;;0;0.783941606;0.741232812;2.239218712;1.131929874;1.660194175
105001008486;inst educ capilla del rosario;16;oficial;5.137513256;4.838227749;4.278403759;7.314347267;2.20600009;1.011624575;0.869000018;0.751603067;2.328000069;0.409090906;0.781000018;0.760312498;2.492153883;3.174193621;1.648000002;4.663820195;4.781973362;4.287876129;5.055877686;2.258000135;0.944444418;0.819672108;0.759856582;2.34800005;0.370101035;0.82407409;0.745701015;2.399627924;0.75000006;1.90625;;;;4.021357536;;;0.845036328;;;;0.576826215;;2.282227039;0;1.739130378;4.33006742;4.342581272;3.518149376;5.72276783;2.308000088;0.41736111;0.865148862;0.752071083;2.075999975;0.01;0.654320988;0.777828455;2.373823166;1.462765932;1.886178862
105001009652;inst educ san lorenzo de aburra;3;oficial;4.951274061;4.946014404;5.278124809;4.39111948;2.427999973;0.909373879;0.845000029;0.763641059;2.476000071;1.220891476;0.828000009;0.753233314;2.434964657;0.080154777;1.876000047;4.294928575;3.997742176;4.361421585;4.847235203;2.340000153;0.045269072;0.861367822;0.75110507;2.407999992;0.402233183;0.817375898;0.733812928;2.388701439;0.761904776;1.696629167;4.975669074;4.938745022;5.500652313;4.140027523;2.403999805;0.890640974;0.900763333;0.743340611;2.315999985;1.588457465;0.847457647;0.748736739;2.262466669;0.026209673;1.85135138;4.159644592;4.662414074;3.546554327;4.10132122;2.315999985;0.775160253;0.823529412;0.747724295;2.055999994;0;0.747203579;0.743350804;2.360106945;0.228261039;1.512953368
105001009695;inst educ san juan bosco;4;oficial;6.286526179;6.412087917;7.142736435;4.505644321;2.539999962;2.25;0.853999972;0.768087685;2.684000015;3;0.698000014;0.760736406;2.565151691;0.014492747;1.925999999;6.370347977;6.630570412;7.235001564;4.27170372;2.671999931;2.282467604;0.924050629;0.752052009;2.639999866;3.021179676;0.836990595;0.736831665;2.455190182;0;1.816513777;6.140665913;5.995148659;5.423789024;7.722614288;2.743999958;1.572325468;0.953091681;0.725732028;2.487999916;1.5;0.696048617;0.739740551;2.640474319;3.321455956;1.760683775;5.940713692;5.774270535;5.291051388;7.452119827;2.654000044;2.25;0.87027027;;2.835999966;1.668940544;0.786111111;;2.549343348;3.089826822;1.81294964
105001009709;inst educ felix henao botero;8;oficial;4.747912812;4.221861839;5.250999928;5.05112505;2.266000032;0.300846487;0.903999984;0.751015186;2.251999855;1.504999995;0.736999989;0.756999969;2.474253178;0.798872054;1.777999997;5.328979969;4.931531429;6.681914806;3.855603218;2.365999937;0.972938776;0.837209284;0.755383313;2.559999943;2.715483665;0.655677676;0.750753343;2.392188549;0;1.463414669;4.118457639;4.764216423;3.516075373;3.719669342;2.236000061;0.943054378;0.844731987;0.740429997;1.840000033;0.285714298;0.650450468;0.739910722;2.266186237;0.027253667;1.426229477;3.722898579;3.352792263;3.211143017;5.451210022;2.134000063;0.370618552;0.848173516;;1.839999914;0.010001;0.613953488;0.747188509;2.232477188;1.788177371;1.430555556
105001009865;inst educ hernan toro agudelo;3;oficial;5.268360376;4.502970695;6.912488937;4.113262177;2.399999857;0.51019609;0.838999987;0.753774583;2.440000057;3.01052618;0.713999987;0.747962356;2.33988142;0.07738094;1.69599998;5.221022892;4.086756229;7.265434742;4.195402145;2.320000172;0.163970783;0.841269851;0.761515379;2.763999939;3.065151453;0.698564589;0.737719178;2.468906164;0;1.726495743;4.74415884;3.91023159;5.379727364;5.508250237;2.236000061;0.037500001;0.913443804;0.723287761;2.299999952;1.5;0.816425145;0.763301909;2.388701439;1.299999952;1.819548845;4.537854266;5.114349842;4.059660912;4.077577591;2.379999876;1.096021295;0.9002849;0.738043666;2.363999844;0.01510101;0.923444976;0.757115304;2.277577639;0;1.8
105001010111;inst educ maestro fernando botero;6;oficial;4.392885947;4.741591454;3.975837231;4.338133812;2.332000017;0.797262907;0.842999995;0.769328296;2.355999947;0;0.875;0.744837165;2.416133881;0;1.922000051;5.398178196;5.264010906;5.785624981;5.022022724;2.394000053;1.271899223;0.855670094;0.742441714;2.495999813;1.696672559;0.833333313;0.759619296;2.476577997;0.802325487;1.74311924;4.007351053;4.150392532;3.699910402;4.223528862;2.355999947;0.214285716;0.854716957;0.725390255;2.135999918;0;0.829321682;0.734588921;2.454260111;0.047619056;1.721649528;4.780843854;4.145344734;4.435574055;6.814939022;2.444000006;0.236628592;0.74751773;0.717198491;2.296000004;0.755125165;0.642307692;0.742141426;2.388701677;3.111552;1.314685315
105001010367;inst educ santos angeles custodios;15;oficial;5.199482775;5.572040558;5.152709007;4.443081856;2.407999992;1.5;0.899999976;0.76404053;2.492000103;1.041454077;0.855000019;0.76425463;2.392653704;0.072427981;1.978000045;5.770183778;6.577433109;5.628091812;4.202533722;2.733999968;2.132629633;0.939726055;0.771077752;2.536000013;1.500086308;0.851973712;0.740032256;2.296873093;0;1.905660391;4.758555329;5.817821026;3.640923738;4.331062794;2.518000126;1.598615289;0.96226418;0.738941789;2.075999975;0;0.826747715;0.738176048;2.350110531;0;1.980952382;5.263925219;5.072982311;4.239456654;7.486366749;2.529999733;0.83629775;0.953934741;0.752750158;2.43200016;0.275971591;0.807807808;0.723677158;2.473788261;3.155435801;1.857142857
105001010448;inst educ la esperanza;6;oficial;5.949408293;4.622380257;6.847730637;7.363157272;2.328000069;0.701761127;0.833000004;0.759618759;2.476000071;3.005376339;0.601999998;0.764354348;2.670231342;3.128925562;1.56400001;5.694306302;4.07306385;7.000263691;7.056676388;2.316000223;0.158602148;0.851208448;0.747252882;2.604000092;3.035411358;0.592126012;0.768726528;2.46844101;3;1.588235259;5.424452639;4.362863064;5.698359013;7.333693027;2.291999817;0.349447578;0.983532906;0.737882853;2.404000044;1.826479077;0.751748264;0.716131568;2.427525043;3.038520813;1.867647052;3.972318923;3.930377245;4.248376369;3.58358717;2.320000172;0.058522727;0.806210466;0.745643854;2.227999926;0.675000012;0.597845601;0.747530699;2.383587122;0;1.2
105001010588;inst educ fe y alegria la cima;3;oficial;4.9013942;4.717799187;5.444878101;4.363386154;2.396000147;0.767241359;0.800999999;0.75355798;2.43200016;1.519999981;0.728999972;0.763878047;2.479367733;0.012018235;1.871999979;6.251205444;5.707705498;6.335280418;7.32694912;2.559999943;1.510557413;0.88093257;0.756215036;2.427999973;2.351204395;0.800664425;0.755411446;2.512379408;3;1.814569592;4.665728557;4.124165058;3.8095119;7.38262558;2.25;0.142170325;0.985915482;0.746079266;2.104000092;0;0.971717179;0.73379463;2.334999561;3.059186459;1.988439322;3.935713303;4.137881279;3.515335798;4.216495991;2.305999994;0.328206718;0.760324983;0.743349433;2.268000126;0.07284382;0.439579685;0.734912097;2.319190979;0.621794939;1.275510204
105001010855;inst educ ana de castrillon;10;oficial;4.811661077;4.780245781;5.063024998;4.44245863;2.247999907;0.896672904;0.874000013;0.761573017;2.444000006;0.974953592;0.893999994;0.750071287;2.565151691;0.15130721;1.725999951;4.5570714;4.872556686;4.264455795;4.359306812;2.375999928;0.79884243;0.937219739;0.760494828;2.328000069;0.28808707;0.897435904;0.750932455;2.428687572;0.056603771;1.874015689;4.982041574;4.425193787;5.675942898;5.020621777;2.404000044;0.423416197;0.897777796;0.699999988;2.472000122;1.634376049;0.82951653;0.740050256;2.260839224;1.125;1.634782553;4.636096525;5.021422386;3.819164276;5.198744774;2.467999935;0.963404298;0.840425532;0.749592721;2.360000134;0;0.704651163;0.754513085;2.330117464;1.235294104;1.633333333
105001010928;cent educal don bosco;5;privado;5.927393508;4.854546547;6.330689907;7.635530472;2.534000158;0.542661607;1;0.777884662;2.796000004;1.833881617;0.93900001;0.761808038;2.722306252;3.061224461;1.851999998;5.137099266;4.569745064;4.434073448;7.643941402;2.553999901;0.250307232;0.993197262;0.772240281;2.684000015;0;0.982658982;0.767414689;2.729048014;3;1.914893627;6.828851795;5.814399719;7.666799545;7.644960403;2.539999962;1.551277161;0.99253732;0.730585158;2.931999922;3.100195408;0.897727251;0.736876965;2.620481014;3.210526228;1.813953519;6.329830527;7.583146095;4.067794323;7.468433857;2.711999893;3.180383682;0.975;0.715762556;2.568000078;0;0.79338843;0.706405938;2.597465992;3;1.870967742
105001011011;inst educ tomas carrasquilla no. 2;7;oficial;5.425888014;5.710019588;5.656046391;4.383814812;2.483999968;1.521052599;0.953999996;0.750967264;2.475999832;1.5;0.921000004;0.759046733;2.405439854;0.142375171;1.835999966;5.906489849;6.430002213;6.206480026;4.203604221;2.550000191;2.187510252;0.931116402;0.76137495;2.631999969;1.949736834;0.851851881;0.772891521;2.364523888;0;1.839080453;5.053350091;4.89613533;3.931867123;7.369678497;2.460000038;0.777397275;0.95873785;0.699999988;2.28399992;;0.947867274;0.699999988;2.4184587;3;1.951219559;3.909923303;4.382339478;1.450171709;7.1515522;1.319999933;1.545357108;0.79389313;0.723089159;;0;0.723958333;0.726213396;2.442403793;3.168918848;1.540229885
105001011061;inst educ jose asuncion silva;5;oficial;5.751020765;4.10915041;6.934466839;7.374198437;2.385999918;0.017045455;0.953000009;0.753104806;2.43200016;3.015254498;0.750999987;0.736212134;2.498198271;3;1.876000047;5.646739697;4.5065732;7.172899246;5.541335106;2.421999931;0.361085832;0.95670104;0.766786337;2.519999981;3.010100842;0.87327826;0.769520402;2.52144599;1.144888878;1.875;4.614249218;5.690972328;3.467067003;4.199191093;2.447999954;1.648878813;0.894093692;0.699999988;2.124000072;0.01;0.612565458;0.720501423;2.30175519;0;1.897435904;4.117600465;4.032441616;4.124405861;4.297298431;2.404000282;0;0.897526502;0.730914831;2.363999844;0.160204083;0.866666667;0.73353529;2.378705025;0.027027017;1.891566265
105001011070;inst educ merceditas gomez martinez;9;oficial;4.282625568;3.903983355;4.773026943;4.276368141;2.252000093;0.008241759;0.882000029;0.761741638;2.424000025;0.84375;0.745999992;0.759277046;2.518888712;0.005479458;1.751999974;4.757525325;4.663921356;4.421131611;5.556823254;2.363999844;0.624997675;0.908264458;0.766659558;2.427999973;0.51246202;0.735215068;0.745454192;2.465419292;1.386642098;1.704761863;3.923361981;3.946480036;3.945896149;3.831911564;2.231999874;0;0.986042678;0.728437483;2.315999985;0.105208337;0.79042691;0.734260798;2.202952385;0;1.628959298;4.171134853;4.006810188;3.785187721;5.216272831;2.375999928;0.002688172;0.878971256;0.749150932;2.279999971;0;0.760445682;0.744742274;2.33406949;0.968623102;1.913580247
105001011088;inst educ ciudadela las americas;6;oficial;4.14922477;4.046435833;3.927596331;4.768349648;2.349999905;0.041725449;0.90200001;0.752710402;2.268000126;0;0.893999994;0.765596151;2.395443439;0.520906389;1.851999998;4.882746649;4.302615643;5.348171711;5.373547554;2.365999937;0.242106959;0.941284418;0.753224313;2.332000017;1.34375;0.917312682;0.755108953;2.269905806;1.238095284;1.865546227;;5.184054375;;3.984716415;2.375999928;1.13502574;0.945652187;0.727376878;;;0.898550749;;2.136231422;0;1.848484874;4.116139174;3.728765011;4.583424091;4.169982433;2.171999931;0;0.820766378;0.73599869;2.199999809;0.912597418;0.742553191;0.728273571;2.282227039;0.214285806;1.673469388
105001011363;inst educ doce de octubre;6;oficial;4.907540512;4.310491085;4.252803326;7.396691799;2.388000011;0.283333331;0.888000011;0.75115782;2.384000063;0.250971258;0.874000013;0.743831933;2.488899231;3.033792257;1.873999953;4.291913283;4.178871632;3.994073153;5.067477226;2.470000029;0.017646212;0.932006657;0.759218514;2.308000088;0;0.92592591;0.760147095;2.349180698;0.774976671;1.943319798;5.644478369;5.263350964;6.642235279;4.755940437;2.450000048;1.130434752;0.940609932;0.742306232;2.451999903;2.571868658;0.894859791;0.723506927;2.266418695;0.591911018;1.897610903;4.607059026;5.634145737;3.560727596;4.127193928;2.421999931;1.547065377;0.919799499;0.745281219;1.980000019;0;0.851897185;0.728830338;2.256886959;0;1.870307167
105001011461;inst educ fe y alegria aures;7;oficial;5.586476111;4.214881897;6.277498722;7.463273525;2.28000021;0.382978737;0.811999977;0.739902973;2.71600008;2.144999981;0.662999988;0.753498673;2.661862135;3.029411793;1.771999955;5.645018029;4.27753973;6.248011589;7.666605473;2.289999962;0.237045467;0.997548997;0.752945125;2.736000061;1.820707083;0.935185194;0.756119251;2.65790987;3.066666603;1.942028999;5.637472701;4.420563698;6.233327389;7.332772255;2.302000046;0.586206913;0.79753089;0.73482573;2.484000206;2.275773048;0.717460334;0.756094038;2.473090649;3.136604786;1.72307694;4.867028666;4.609235764;3.958367348;7.037220001;2.279999971;0.772222221;0.810916179;0.746097386;2.328000069;0.310000002;0.56993007;0.75043714;2.332674503;3;1.704545455
105001011606;inst educ horacio muñoz suescun;16;oficial;4.650844336;4.290421486;5.024206161;4.808412552;2.334000111;0.360396475;0.838;0.758024931;2.360000134;1.027829289;0.88499999;0.75137651;2.456352472;0.512059987;1.840000033;4.067403722;3.937360287;4.16605854;4.187355518;2.328000069;0.005376344;0.834920645;0.769063175;2.340000153;0.178967386;0.892116189;0.754974544;2.363826275;0;1.823529363;4.825700188;4.366849899;3.952352524;7.386471748;2.407999992;0.325047344;0.933802843;0.699999988;2.131999969;0.128571436;0.96672827;0.725052774;2.381959677;3.069376945;1.935135126;4.098781264;4.601971626;3.505697012;4.004500389;2.412000179;0.535531461;0.899784483;0.7546556;2.159999847;0;0.61875;0.726947069;2.287109137;0;1.717391304
105001011631;inst educ asamblea departamental;9;oficial;5.308812547;5.605131149;5.452767849;4.390173912;2.544000149;1.347767591;0.944000006;0.769363403;2.424000025;1.510309219;0.778999984;0.739458799;2.509124756;0.037048958;1.843999982;5.070103908;5.092798233;5.486343861;4.290621758;2.549999952;0.799566209;0.991319418;0.751913011;2.447999954;1.570267916;0.742021263;0.726055324;2.480762482;0;1.809859157;5.414711332;5.434766769;4.262206078;7.386470795;2.547999859;1.184529424;0.931947052;0.770290434;2.404000044;0.358585864;0.752293587;0.747326791;2.418691158;3.071779728;1.896000028;4.622350502;4.94005537;4.527314663;4.073827267;2.523999929;0.815548778;0.837313433;0.76319319;2.368000031;0.703030348;0.722098214;0.734185934;2.375217915;0.031942628;1.666666667
105001011690;inst educ federico carrasquilla;1;oficial;5.572459769;4.881911278;5.398915768;7.429895878;2.25;1.075940847;0.796000004;0.759970546;2.475999832;1.505208373;0.652999997;0.764707625;2.659072399;3.284823418;1.485999942;5.769337392;5.299328327;5.560174942;7.192892075;2.404000044;1.41419971;0.712975085;0.768153548;2.523999929;1.515102029;0.753937006;0.76713568;2.478902817;3.005251408;1.70873785;4.291767836;4.246664524;4.160451412;4.623054028;2.222000122;0.293478251;0.981343269;0.749842763;2.447999954;0.005050505;0.957720578;0.749680459;2.251772642;0.463235289;1.908046007;4.426221251;3.817398548;4.9304533;4.913666248;2.338000059;0;0.742995169;0.736403227;2.463999987;1.135590196;0.586846543;0.744016886;2.37452054;1.173292041;1.365853659
105001011711;inst educ fe y alegria villa de la candelaria;7;oficial;5.460584092;4.437595367;5.670909405;7.394239426;2.366000175;0.397368431;0.912;0.76222688;2.523999929;1.610752702;0.781000018;0.755156577;2.514239311;3;1.879999995;5.638142848;4.233893871;6.406469345;7.453131676;2.418000221;0.147299513;0.910041869;0.758552253;2.507999897;2.402344942;0.750788629;0.74533546;2.508427143;3.046153784;1.898550749;4.565846634;5.434252739;3.710810661;4.10824585;2.450000048;1.27837038;0.963488817;0.74239397;2.139999866;0;0.814814806;0.755995929;2.324073076;0;1.784172654;4.412175453;4.108644962;3.091286421;7.406674862;2.404000044;0.008768238;0.95623987;0.739637017;2.179999828;0.004950495;0.906336088;;2.422410965;3.039436579;1.944827586
